Transaction_ID,Customer_ID,Name,Email,Age,Gender,Country,Region,City,Product_Category,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Order_Status
T113799,C06239,Jason Sutton,bernardkelly@example.org,17.0,Female,USA,West,Lake Juan,clothing,5.0,110.02,550.39,2024-12-21,Credit Card,Pending
T103282,C05323,Mindy Rodriguez,taylorclaudia@example.net,NA,Other,USA,North,Nathanbury,Grocery,4.0,449.25,1636.49,2024-12-12,Debit Card,Completed
T111966,C07203,Monica Pennington,fwilkins@example.com,63.0,Female,Brazil,South,Hardyville,grocery,8.0,17.77,133.02,2026-07-16,Debit Card,Completed
T111817,C01025,Sergio Armstrong,,61.0,Male,Japan,East,Lake Thomas,BEAUTY,8.0,382.04,2802.89,2025-10-05,,Returned
T110993,C03754,Joshua Marshall,wugabriella@example.org,63.0,Female,USA,West,East Pattyside,Sports,10.0,184.23,2014.91,2025-01-06,Credit Card,Cancelled
T113879,C06879,Kelli Roy,wilsondavid@example.com,27.0,,UK,West,South Christopher,FURNITURE,3.0,444.19,1390.82,2026-05-06,Debit Card,Returned
T121386,C03866,Mr. Tony Turner,hansonelizabeth@example.net,47.0,Female,UK,West,Robinberg,ELECTRONICS,7.0,87.23,559.86,2025-08-26,UPI,Completed
T118323,C07579,Rebecca Berry,crystalmurphy@example.com,72.0,,USA,West,Martinezhaven,beauty,5.0,429.71,2281.58,2025-04-12,Cash,Cancelled
T104911,C07960,Elizabeth Chase,vjackson@example.com,17.0,Female,France,Central,Port Daniel,Electronics,3.0,439.64,1228.73,2025-03-19,Credit Card,Pending
T112261,C05479,Brian Riley,zalvarado@example.com,61.0,Male,USA,North,Amandahaven,books,2.0,206.38,398.9,2024-11-25,UPI,Completed
T100348,C00391,Nathaniel Lee,rthompson@example.org,47.0,Other,USA,West,East Jill,CLOTHING,8.0,129.23,1107.97,2026-01-08,,Pending
T123968,C04327,Michael Jones,gregory58@example.org,19.0,Other,France,Central,Hinesmouth,Clothing,1.0,231.71,248.88,2025-07-01,UPI,Returned
T103064,C02326,Keith Berry,clarkdavid@example.org,37.0,Other,China,East,Jacobport,Electronic,5.0,188.14,927.56,2024-11-29,,Pending
T109707,C07179,Andrea Sanchez,ejenkins@example.org,72.0,,UK,West,Higginsmouth,beauty,5.0,403.92,1851.03,2025-11-04,Net Banking,Returned
T121998,C05670,Mrs. Renee Gomez MD,,40.0,Male,Germany,Central,Moralesfort,beauty,9.0,237.91,1942.02,2025-09-24,Credit Card,Returned
T121310,C00705,Sarah Mills,josephmosley@example.net,36.0,Male,Brazil,South,Port Karen,FURNITURE,1.0,423.91,424.07,2025-08-14,Credit Card,Cancelled
T109253,C00071,Patricia Lawrence,steven38@example.net,73.0,,France,Central,Lake Kaylastad,electronics,,195.63,,2025-04-02,,Completed
T119652,C05626,David Navarro,deleonmonique@example.net,26.0,Male,USA,North,Taylorborough,furniture,5.0,364.76,1795.07,2026-03-02,Net Banking,Pending
T101404,C07966,Sharon Palmer,ingramjessica@example.com,38.0,Male,Germany,Central,New Heidi,ELECTRONICS,4.0,27.58,112.78,2025-02-27,Credit Card,Completed
T119530,C06025,Ms. Jacqueline Sheppard,brittanywalters@example.net,32.0,Male,France,Central,Edgarchester,furniture,7.0,378.9,2666.75,2024-11-29,Cash,Returned
T107363,C03516,Leslie Richard,shawn51@example.org,54.0,Other,Brazil,South,Port Davidside,CLOTHING,10.0,33.84,308.2,2025-04-10,UPI,Returned
T120513,C02791,Cameron Stafford,josephriley@example.com,19.0,Other,Brazil,South,West Susanville,beauty,7.0,95.99,717.42,2025-03-16,,Pending
T115592,C03032,Christopher Bryant,jenkinssusan@example.net,36.0,Male,France,Central,Lake Johnmouth,Cloths,3.0,206.83,639.65,2025-05-02,Debit Card,Cancelled
T116678,C02802,Rebecca Humphrey,william57@example.org,,,UK,West,East Leslie,sports,4.0,362.61,1348.82,2025-12-01,Credit Card,Cancelled
T104620,C05269,Elizabeth Nguyen,travishorne@example.org,37.0,,China,East,North Lorifurt,Clothing,,495.01,,2025-01-18,Credit Card,Cancelled
T110606,C01239,Nathan Cole,brittany28@example.com,47.0,Other,Japan,East,South Jamietown,Furniture,5.0,129.96,646.29,2025-07-09,Credit Card,Cancelled
T117250,C05582,Mr. Kyle Williams,morrisonjames@example.net,36.0,Other,USA,West,Mollytown,BEAUTY,3.0,385.95,1172.5,2025-10-14,UPI,Pending
T108519,C01424,Donna Bright,jjones@example.com,75.0,,Brazil,South,West Cheyenneshire,Furniture,5.0,263.96,1440.73,2025-11-19,,Returned
T105226,C00975,Catherine Krause,logan74@example.com,16.0,Other,USA,West,Baileyshire,Sport,5.0,39.58,181.16,2025-07-27,Credit Card,Completed
T104046,C03567,Brandon Lynch,shelbyward@example.net,16.0,Male,Germany,Central,Stanleyberg,books,10.0,295.52,2668.73,2025-10-11,UPI,Completed
T113464,C02850,Danielle Smith,vjackson@example.net,68.0,Male,UK,West,South Timothy,Clothing,1.0,109.98,99.18,2024-10-05,,Completed
T101107,C04175,Julie Preston,debrajones@example.net,54.0,Female,Brazil,South,Shawnchester,furniture,,474.95,,2025-11-29,,Pending
T106575,C00516,Andrew Myers,chelseygarrett@example.com,38.0,,UK,West,North Janiceside,sports,1.0,102.29,112.1,2025-03-16,,Pending
T116979,C03421,Lori Turner,kingdiane@example.com,,Female,India,South,,CLOTHING,1.0,338.43,328.53,2025-03-04,Credit Card,Cancelled
T104922,C02146,Chris Cooper,hking@example.com,19.0,Other,UK,West,South Patrickborough,Groceries,7.0,87.15,646.32,2025-01-07,Net Banking,Completed
T115651,C07026,Felicia Cohen,roliver@example.net,42.0,Other,Germany,Central,Freemanton,CLOTHING,3.0,47.66,130.91,2024-10-23,,Returned
T104228,C00093,Adrian Barajas,markbuck@example.net,62.0,,USA,West,Timothyborough,Clothing,10.0,295.8,3229.73,2025-10-04,Credit Card,Completed
T107096,C02024,Donald Fischer,brownjessica@example.net,41.0,,India,South,Pinedashire,Groceries,1.0,18.16,18.82,2024-10-11,Net Banking,Pending
T108792,C01273,Bradley Hale,jamesnorton@example.org,55.0,,France,Central,Normantown,Book,,411.36,,2026-04-27,,Completed
T124428,C07984,Darryl Burns,andersonteresa@example.org,33.0,Other,India,South,,beauty,9.0,325.66,2859.7,2025-11-17,UPI,Completed
T102277,C02714,Mario Snyder,ashleycosta@example.com,53.0,Male,Canada,North,Edwardburgh,furniture,1.0,147.26,155.77,2025-10-31,Credit Card,Cancelled
T103820,C03996,Robert Robinson,brooksashley@example.net,,,India,South,South Tonya,CLOTHING,6.0,265.83,1631.74,2025-11-19,Debit Card,Returned
T102332,C04732,Joshua Griffin,epearson@example.com,59.0,,Brazil,South,Foxhaven,Beauty,5.0,168.7,854.45,2025-08-01,Debit Card,Pending
T108087,C02801,Phillip Jimenez,christine16@example.com,34.0,,Canada,North,Fowlerport,furniture,9.0,341.67,3152.3,2024-10-14,Net Banking,Completed
T106794,C05049,Harold Kaiser,cbennett@example.com,39.0,Other,China,East,North Maryville,books,9.0,276.71,2386.08,2024-11-04,,Cancelled
T119670,C02233,Tanya Harris,jamesbyrd@example.net,21.0,Male,China,East,Lisafurt,Furniture,9.0,177.12,1702.59,2025-01-30,UPI,Returned
T118427,C00096,Jason Gates,ashley12@example.net,,,USA,West,New Karina,ELECTRONICS,,73.7,,2025-08-20,Debit Card,Cancelled
T109339,C02478,Jose Park,mark27@example.org,75.0,Male,China,East,Mooreview,Electronics,,21.14,,2025-01-13,Debit Card,Cancelled
T110844,C06794,Adriana Harris,sandra90@example.com,57.0,,UK,West,Port Timothystad,Sports,10.0,209.83,2284.03,2025-12-29,Net Banking,Returned
T118181,C05962,Samantha Smith,nicholasjones@example.org,63.0,Male,France,Central,Timothyview,CLOTHING,9.0,173.18,1460.93,2025-09-05,Cash,Returned
T110480,C01047,Monica Hubbard,ojones@example.net,53.0,Male,USA,North,Hendersonfurt,Books,9.0,276.62,2618.73,2026-07-02,Debit Card,Cancelled
T121931,C05662,Amanda Williams,phillipsmelanie@example.com,60.0,Female,Canada,North,West Daniel,furniture,1.0,409.4,390.46,2025-05-07,,Pending
T111988,C06593,Meghan Shaw,kharper@example.org,33.0,Other,Germany,Central,West Kimberlyhaven,Grocery,5.0,206.77,966.92,2025-10-24,,Completed
T115253,C03220,Michelle Miller,emily23@example.com,,,France,Central,Wilcoxhaven,Electronic,3.0,416.17,1137.04,2025-04-11,,Completed
T100690,C02973,Johnathan Padilla,adrianjoyce@example.net,23.0,Male,USA,North,Rodriguezview,ELECTRONICS,9.0,37.65,348.35,2026-06-25,UPI,Pending
T121450,C06859,Daniel Davis,rbryant@example.org,49.0,Male,Brazil,South,Port Rick,BEAUTY,6.0,473.96,2797.25,2025-04-15,Credit Card,Cancelled
T108487,C03891,Jennifer Cooper,williamward@example.net,36.0,Other,Canada,North,Thomasmouth,Sport,8.0,326.08,2463.99,2025-10-06,Debit Card,Pending
T115933,C00906,Whitney Kennedy,ryan87@example.com,27.0,Other,India,South,Griffinfurt,Clothing,,35.86,,2024-07-31,Credit Card,Returned
T102192,C07084,Christopher Martin,wbrown@example.org,52.0,Male,USA,North,Lake Drew,Clothing,7.0,422.0,2898.81,2025-09-02,UPI,Cancelled
T115958,C05252,Brian Owens,jamiebrennan@example.com,23.0,,France,Central,North Isaac,Furniture,3.0,58.67,192.3,2025-08-09,Cash,Returned
T114416,C05486,Cynthia Patterson,ybaker@example.net,43.0,Male,Brazil,South,North Ryan,furniture,10.0,33.83,348.75,2026-01-14,UPI,Pending
T105351,C03140,Andrea Porter,mary66@example.net,51.0,Other,Canada,North,Maytown,BEAUTY,3.0,440.87,1250.18,2025-06-24,UPI,Returned
T103642,C02251,Rachel Nelson,hhoward@example.com,64.0,Female,Brazil,South,North Alexanderport,sports,1.0,411.24,434.62,2025-09-08,Net Banking,Cancelled
T108011,C05073,Dawn Rowe,hernandezwilliam@example.org,43.0,,India,South,South Jessicaport,sports,3.0,404.47,1305.53,2025-10-13,,Cancelled
T123986,C07044,Kimberly Burton,arose@example.com,22.0,Male,USA,North,North Donald,BEAUTY,,100.09,,2025-11-25,Net Banking,Completed
T104020,C05835,Denise Bradley,bwright@example.net,34.0,,Germany,Central,Lake Wendyhaven,sports,,255.71,,2024-12-22,Net Banking,Returned
T110044,C07344,Joel Bartlett,williamsroger@example.net,34.0,Male,Germany,Central,Laurentown,books,10.0,168.04,1751.53,2025-12-29,Credit Card,Completed
T122572,C07145,Seth Anderson,jim25@example.org,23.0,Other,Brazil,South,North Michelle,ELECTRONICS,10.0,117.12,1168.75,2025-05-05,Cash,Cancelled
T109034,C04454,Karen Peters,kevin37@example.net,39.0,,India,South,Booneton,Clothing,5.0,104.98,560.12,2025-05-22,Net Banking,Pending
T114265,C01862,Ruth Randall,mary27@example.com,60.0,,UK,West,New Kyleport,Cloths,5.0,99.65,513.24,2025-02-24,,Cancelled
T122174,C04743,Daniel Jones,alexanderderek@example.net,48.0,Male,France,Central,Lake Louiston,Sport,6.0,326.85,1819.21,2025-11-03,Cash,Returned
T109107,C04245,Jillian Jenkins,joel90@example.com,31.0,,France,Central,Morrisberg,Sports,5.0,349.08,1596.82,2025-09-28,Net Banking,Returned
T124769,C05924,Brittany Christian,jgordon@example.org,55.0,Female,Brazil,South,New James,Book,5.0,493.22,2707.17,2025-09-06,Cash,Pending
T106161,C00011,Stacie Crawford,susan47@example.org,67.0,Other,Japan,East,Ruizstad,Clothing,10.0,32.95,324.9,2025-05-13,UPI,Pending
T110785,C04361,Susan Peterson,thompsonjared@example.com,,Male,Japan,East,West Josephton,BEAUTY,6.0,25.92,168.12,2024-08-25,Credit Card,Completed
T108379,C02753,Samuel Bauer,castroricky@example.net,38.0,Other,Japan,East,Reidburgh,sports,6.0,206.59,1286.35,2024-12-24,Credit Card,Completed
T102402,C02282,Vicki Thompson,curtisfranklin@example.com,59.0,,Germany,Central,Garnerbury,Cloths,4.0,117.84,439.52,2025-01-23,Net Banking,Returned
T108008,C05048,Ronald Bowen,robert49@example.net,51.0,Female,Germany,Central,West Markside,sports,7.0,129.66,913.31,2024-08-05,,Returned
T100318,C00742,Whitney Cooper,mhoward@example.org,39.0,Female,France,Central,Smithbury,Beauty,10.0,71.27,712.86,2025-03-21,Net Banking,Completed
T115207,C06308,Breanna Vargas,christopher74@example.org,48.0,Male,USA,North,Susantown,books,7.0,115.95,859.37,2025-10-05,UPI,Completed
T110442,C02251,Eric Fisher,kimberlysmith@example.com,,Other,USA,North,Courtneyview,Sports,4.0,339.86,1457.74,2026-02-05,Net Banking,Returned
T122764,C00245,Jennifer Blair,scott52@example.com,21.0,,France,Central,West Shawn,Electronic,5.0,224.2,1145.11,2025-05-04,,Pending
T107178,C04247,Tyler Henderson,carlahicks@example.net,46.0,Male,Germany,Central,Parksborough,Clothing,2.0,223.06,476.6,2025-04-22,UPI,Cancelled
T117940,C02187,Laura Smith,khansen@example.com,48.0,Other,Canada,North,Port Anthonyland,Electronic,,25.08,,2025-06-23,UPI,Pending
T124288,C06341,Diana Stanton,tracey53@example.com,,Male,Japan,East,Carterland,furniture,1.0,130.37,140.28,2025-07-27,,Completed
T117731,C05221,Sarah Clarke,dayfrancis@example.com,65.0,Male,China,East,Brianfurt,Books,6.0,245.78,1564.25,2026-03-02,Net Banking,Cancelled
T107026,C01808,Traci Webb,katrina17@example.net,23.0,Female,UK,West,East Ericabury,beauty,1.0,167.67,184.29,2026-05-21,Net Banking,Returned
T112404,C05434,Elizabeth Hinton,pjordan@example.com,55.0,Male,Brazil,South,Austinfort,Sports,4.0,239.04,885.71,2025-02-09,UPI,Returned
T118460,C00692,Casey Walsh,shawrobert@example.org,29.0,Male,Canada,North,East Deborahberg,ELECTRONICS,6.0,58.74,355.51,2025-01-17,Cash,Completed
T101206,C01227,James Conway,sprice@example.net,44.0,Other,Brazil,South,Heidimouth,Sports,,17.79,,2026-01-06,UPI,Returned
T124929,C00383,Brooke Bass,lauren69@example.net,68.0,Male,China,East,Lisamouth,BEAUTY,7.0,113.44,782.78,2025-03-24,Credit Card,Completed
T103346,C04616,Diane Skinner,,56.0,Other,Canada,North,Gouldstad,Grocery,10.0,210.36,1993.73,2024-09-02,Cash,Pending
T108196,C03051,Jennifer Wilson,hramirez@example.com,23.0,,Germany,Central,Elizabethchester,Beauty,1.0,494.08,530.29,2025-08-06,,Cancelled
T107245,C05450,Claudia Taylor,thomashenry@example.org,39.0,,USA,North,Port Samanthaburgh,Sport,3.0,289.42,846.46,2024-10-06,Debit Card,Completed
T115934,C03178,Natalie Wallace,vnunez@example.com,25.0,Female,UK,West,East Sydney,Groceries,5.0,428.9,1975.33,2025-03-03,,Cancelled
T111963,C07964,Allison Dunn,hthomas@example.com,37.0,Female,Germany,Central,South Tina,grocery,10.0,408.01,3750.88,2026-05-13,,Returned
T122593,C05021,Jesse Anthony,sheilaherring@example.com,19.0,Male,India,South,North James,electronics,5.0,294.19,1350.08,2024-11-23,Debit Card,Completed
T114267,C04469,Tyler Harding,julie04@example.net,38.0,Male,USA,West,Port Jaredview,Grocery,9.0,383.67,3280.07,2026-04-08,Credit Card,Pending
T114456,C00852,Derrick Acosta,roberto20@example.org,44.0,Female,India,South,Obrienchester,Furniture,6.0,257.06,1679.63,2026-05-29,Cash,Pending
T117423,C04229,Dr. Emma Hickman,john47@example.org,33.0,,Canada,North,Kellermouth,Grocery,6.0,471.07,2770.26,2025-08-19,Credit Card,Returned
T114173,C05943,Christopher Fuller,,75.0,Male,USA,West,Port Shelia,sports,8.0,213.36,1672.51,2026-05-20,Debit Card,Completed
T107836,C05019,Carl Downs,xrobinson@example.com,68.0,,India,South,Apriltown,Electronics,5.0,176.86,954.08,2025-05-24,Cash,Cancelled
T101003,C07339,James Gutierrez,shelbyjohnson@example.org,43.0,Female,France,Central,New Raymondfort,FURNITURE,1.0,226.99,233.81,2025-02-15,,Pending
T117905,C04454,Jared Bond,hwilson@example.net,30.0,Male,USA,North,Seanborough,clothing,9.0,86.16,714.94,2024-10-30,Credit Card,Returned
T103228,C00710,Andrew Edwards,craigdanielle@example.com,35.0,Female,Canada,North,Phamland,electronics,8.0,306.82,2354.94,2025-04-09,UPI,Completed
T116234,C02029,Emily Rivas,mary80@example.org,32.0,Female,Germany,Central,Adamburgh,ELECTRONICS,10.0,244.85,2475.1,2026-06-17,,Pending
T121831,C06296,Jennifer Levine,kclark@example.net,60.0,Male,Japan,East,Monroeville,BEAUTY,2.0,458.99,963.47,2025-02-15,Net Banking,Pending
T119656,C03131,Teresa Woods,christophermelton@example.org,27.0,Female,Brazil,South,West Daleburgh,grocery,7.0,420.25,2682.52,2024-11-30,Debit Card,Returned
T109696,C04858,William Miller DDS,jwatson@example.net,28.0,,Germany,Central,Gillmouth,Sports,8.0,63.06,498.95,2025-10-01,Debit Card,Cancelled
T124037,C04448,Brett Campbell MD,fergusonwilliam@example.com,37.0,Female,China,East,Emilyfurt,books,6.0,284.44,1756.34,2025-06-19,Net Banking,Returned
T123654,C06350,Brandi Velez,amyjohns@example.org,49.0,Other,France,Central,Lake David,Book,,161.81,,2026-03-31,Net Banking,Cancelled
T122052,C07961,David Robertson,steven66@example.net,33.0,,Canada,North,West Kathryn,Grocery,4.0,452.61,1655.48,2024-08-02,Credit Card,Cancelled
T110195,C07173,Garrett Smith,pricemelissa@example.net,65.0,Male,UK,West,Lake John,Beauty,1.0,423.81,426.97,2025-07-30,,Cancelled
T117717,C06544,Laura Barry,tommy56@example.org,65.0,Other,Germany,Central,Lake Nicholas,Furniture,7.0,399.46,2949.67,2026-03-10,UPI,Pending
T119838,C01163,Mrs. Amy Graham,pwebster@example.com,59.0,Female,UK,West,Richardland,Book,,265.82,,2024-11-20,UPI,Cancelled
T106982,C00771,Derek Mendez,wilsonkatherine@example.org,,,UK,West,South Samueltown,BEAUTY,4.0,60.2,247.59,2024-08-16,Credit Card,Cancelled
T115911,C00249,Bridget Rose,mcguirebryan@example.com,53.0,Male,Canada,North,Martinmouth,Cloths,9.0,315.28,3013.9,2024-11-16,Net Banking,Completed
T115973,C06615,Sherry Walters,lisa22@example.org,,Other,USA,North,West Jamesberg,FURNITURE,3.0,16.28,52.65,2025-08-19,Debit Card,Cancelled
T118338,C05532,George Russo,ulopez@example.com,30.0,Male,Japan,East,New James,ELECTRONICS,8.0,328.34,2838.16,2025-07-20,Cash,Pending
T123157,C03587,Jacob Sharp,collinssarah@example.com,61.0,,France,Central,Port Rachelberg,BEAUTY,6.0,240.2,1298.03,2025-11-08,UPI,Pending
T101053,C07859,Andrew Parrish,mrichardson@example.net,16.0,Other,France,Central,Johnnymouth,Electronic,10.0,350.55,3579.47,2025-05-31,UPI,Cancelled
T115507,C03954,Bobby Campbell,trose@example.com,51.0,,Japan,East,Jeffreyhaven,electronics,10.0,325.61,3428.04,2024-11-07,Credit Card,Completed
T119793,C02964,Kimberly King,tiffany09@example.com,20.0,Other,USA,North,East Lori,clothing,,418.29,,2026-03-23,Net Banking,Completed
T107056,C02945,Cody Brown,michaellong@example.org,68.0,Male,Japan,East,South Kyle,clothing,5.0,448.71,2394.77,2025-05-16,Credit Card,Completed
T120348,C07621,Luke Hancock,wardheather@example.com,61.0,Male,Brazil,South,Smithhaven,furniture,,309.58,,2024-07-20,,Completed
T115200,C02742,Thomas Turner,charleslee@example.net,21.0,,UK,West,Lake Donald,electronics,6.0,78.48,471.33,2024-07-26,UPI,Cancelled
T123082,C07008,Jennifer Smith,nancy29@example.org,43.0,Female,China,East,New Anthonymouth,CLOTHING,6.0,461.76,2671.32,2026-05-01,Debit Card,Pending
T111814,C01009,Gloria Haney,snyderjennifer@example.org,71.0,Female,France,Central,South Kimberlyland,BEAUTY,3.0,452.21,1289.56,2024-08-06,,Pending
T114391,C07384,Kathryn Thomas,edwardsrichard@example.net,34.0,Female,Canada,North,Ashleybury,Groceries,5.0,257.51,1209.87,2026-01-18,UPI,Pending
T115664,C00650,Robert Johnson,jparker@example.com,65.0,,Canada,North,Port Michael,Beauty,10.0,193.49,1901.1,2026-06-06,,Pending
T101202,C06545,Stacey Huerta,casey29@example.com,,Female,Germany,Central,Rangelville,books,1.0,94.0,101.07,2026-06-09,Credit Card,Completed
T105408,C00037,Gary Taylor,austinscott@example.net,68.0,,India,South,Powellhaven,furniture,8.0,201.98,1572.59,2025-05-20,Credit Card,Returned
T103596,C02107,Deborah Brown,corey59@example.org,23.0,Female,Germany,Central,West Samantha,Sports,3.0,253.88,814.51,2024-09-13,Cash,Completed
T102065,C06260,Melinda Russell,mark86@example.com,62.0,,UK,West,Karenstad,ELECTRONICS,8.0,462.04,3704.25,2026-05-07,Net Banking,Returned
T103672,C02022,Antonio Weber,jaredmendoza@example.org,53.0,Other,China,East,New Bryanborough,ELECTRONICS,,214.97,,2025-05-26,Debit Card,Pending
T108843,C03739,Leah Newman,kerrkristen@example.net,73.0,Female,UK,West,Morganshire,Groceries,10.0,147.05,1559.03,2026-03-06,UPI,Pending
T102489,C07622,Judith Glenn,amathews@example.com,62.0,Male,France,Central,Jeffreymouth,Beauty,8.0,204.72,1784.51,2025-06-14,Debit Card,Completed
T111591,C02996,Kendra Nolan,hernandezsarah@example.org,54.0,Female,USA,West,Grahammouth,ELECTRONICS,5.0,272.91,1407.78,2025-05-05,Cash,Cancelled
T106342,C04236,Tina Brown,adambanks@example.org,74.0,Male,China,East,Crystalburgh,Book,6.0,495.33,2984.04,2025-08-10,Net Banking,Pending
T120939,C05139,Jose Graham,williamsisaac@example.com,,,Japan,East,Tylerville,sports,8.0,144.33,1139.49,2024-12-10,Cash,Returned
T117966,C02497,Ryan Fisher,jill70@example.net,50.0,Male,Brazil,South,Port Scottstad,Cloths,3.0,327.92,1000.93,2026-07-06,Credit Card,Returned
T103782,C07432,Samuel Robinson,brittanybishop@example.com,74.0,,Canada,North,West Sarah,furniture,7.0,378.87,2790.45,2025-07-28,Debit Card,Cancelled
T100171,C02109,David Mendoza,marianelson@example.net,30.0,Female,Japan,East,Derrickshire,Cloths,8.0,329.03,2729.55,2025-03-28,Cash,Returned
T102899,C03424,Eric Rasmussen,justin36@example.com,65.0,,Canada,North,Montgomeryland,Electronic,10.0,479.5,4556.15,2024-12-28,Debit Card,Pending
T110153,C03188,Melissa Rogers,cathyleonard@example.net,62.0,,Brazil,South,Susanshire,Sport,8.0,284.79,2327.95,2025-05-18,UPI,Pending
T101028,C00049,Kimberly Garcia,anthony22@example.org,26.0,Other,Germany,Central,,Book,1.0,451.25,467.88,2026-01-17,Net Banking,Completed
T120634,C03214,Kelly George,richardsricardo@example.net,51.0,Female,Japan,East,Hannahside,furniture,3.0,243.41,796.6,2026-01-10,,Completed
T119503,C04297,Jacob Simmons,douglas58@example.net,53.0,,India,South,Copelandmouth,furniture,1.0,424.42,449.48,2024-10-10,Debit Card,Completed
T104277,C01748,Stephanie Russell,alexandra53@example.org,54.0,Other,Japan,East,Erikaborough,furniture,8.0,398.2,3067.39,2025-06-28,Net Banking,Pending
T113650,C05087,Andrew Mooney,kjohnson@example.org,71.0,Female,Japan,East,West Michelle,sports,7.0,468.06,3478.49,2025-08-26,Cash,Returned
T106058,C03826,Jason Mills,justin32@example.net,60.0,Female,UK,West,Lake Sarahside,sports,4.0,188.23,754.82,2024-08-14,UPI,Cancelled
T117362,C04206,Lisa Mcdaniel,pcunningham@example.com,61.0,,Canada,North,Blevinsview,Beauty,,306.09,,2024-09-12,Net Banking,Cancelled
T106054,C06762,Jennifer Simon,drakemichelle@example.org,58.0,Male,USA,North,Sarahmouth,Cloths,4.0,349.84,1310.26,2026-04-17,Credit Card,Cancelled
T116755,C03460,Elizabeth Mckenzie,daviesashley@example.com,33.0,Other,China,East,Lisabury,Groceries,10.0,191.87,2070.1,2025-12-15,Cash,Pending
T108566,C00253,Carly Townsend DDS,stanley08@example.com,42.0,,Germany,Central,Margaretland,Electronic,10.0,245.04,2465.87,2025-01-26,Debit Card,Cancelled
T113913,C07971,Morgan Snyder,jwise@example.org,59.0,,China,East,South Hannahhaven,Clothing,1.0,356.57,386.92,2025-07-24,Debit Card,Cancelled
T103570,C03171,Stacy Crosby,caitlinmckenzie@example.org,29.0,Other,Canada,North,New Shawn,Grocery,9.0,230.58,1999.06,2025-06-20,Cash,Returned
T119085,C04982,David Glover,curryjanice@example.org,24.0,Other,Brazil,South,Portermouth,sports,6.0,346.3,2241.7,2026-02-14,UPI,Completed
T116170,C04312,David Pineda,wwhitney@example.com,19.0,,India,South,East Debbiemouth,Beauty,3.0,251.67,770.76,2024-12-23,Net Banking,Cancelled
T124016,C00735,Arthur Short,mitchellsara@example.com,72.0,Female,UK,West,Debramouth,BEAUTY,9.0,381.46,3137.96,2026-06-23,UPI,Completed
T124890,C02033,Tammy Herrera,gnorton@example.org,42.0,Other,UK,West,Lake Andrealand,Beauty,7.0,420.3,2881.73,2026-03-07,Cash,Returned
T119721,C03602,Colin Banks,christopherdickson@example.net,22.0,,India,South,Mendozamouth,Beauty,1.0,331.5,339.39,2025-08-11,,Returned
T113839,C05044,Karen Olson,elliottangela@example.org,,Female,Japan,East,East Ricky,Grocery,1.0,142.85,141.64,2025-12-24,Net Banking,Returned
T106282,C03715,Janet Foster,daniellozano@example.com,54.0,Male,India,South,Taylorchester,grocery,,304.75,,2025-04-22,UPI,Cancelled
T122058,C04396,Joanna Townsend,hillandrew@example.com,67.0,Female,Brazil,South,North Elizabethmouth,FURNITURE,7.0,208.96,1341.29,2026-01-05,UPI,Returned
T102470,C03269,Maria Garcia,seanbean@example.com,40.0,Male,Brazil,South,Kimberlyside,CLOTHING,7.0,72.87,532.45,2024-12-15,Debit Card,Cancelled
T113560,C07463,Elizabeth Kaiser,garciaroy@example.com,29.0,Male,USA,North,East Angelabury,Groceries,8.0,330.64,2685.76,2026-05-02,Cash,Pending
T109263,C07223,Susan Huerta,anthony90@example.org,26.0,Male,Germany,Central,Port Vicki,Furniture,3.0,355.07,1170.56,2026-01-21,Net Banking,Cancelled
T116262,C05270,Daniel Brooks,wedwards@example.com,,Male,USA,West,Mayerstad,Grocery,4.0,182.8,776.24,2025-05-16,UPI,Pending
T103113,C00373,Robert White DDS,holly33@example.net,64.0,,USA,West,Leeberg,Beauty,,424.68,,2026-05-06,Net Banking,Returned
T119486,C02131,Kelsey Jones,esnyder@example.com,63.0,,Germany,Central,West Amyland,Furniture,10.0,120.5,1237.77,2025-11-07,,Cancelled
T115611,C07384,Zachary Clark,tylerpena@example.org,74.0,Other,USA,West,,Sport,,242.48,,2025-03-18,Net Banking,Returned
T120847,C06325,Joseph Goodman,lisaashley@example.org,64.0,Male,France,Central,Port Lindsay,CLOTHING,8.0,202.64,1718.13,2026-03-28,Credit Card,Cancelled
T110962,C05195,Kirsten Morris,robertsgary@example.com,44.0,Other,France,Central,East Justin,Sports,2.0,359.85,742.29,2025-11-22,Debit Card,Returned
T116591,C04968,Anthony Larsen,ramirezrichard@example.com,30.0,Other,USA,North,West Mariefurt,ELECTRONICS,3.0,177.46,580.99,2026-05-21,Debit Card,Pending
T100503,C07976,Melissa Conrad,shawncoleman@example.com,49.0,Female,Germany,Central,Kellyburgh,Electronics,5.0,451.32,2273.36,2026-04-07,Debit Card,Returned
T121250,C03313,Sandra Avila,christine22@example.net,50.0,,Brazil,South,Hunterville,Groceries,,230.51,,2026-07-06,Net Banking,Pending
T107431,C03774,Christopher Frank,kevinhughes@example.net,26.0,Female,Brazil,South,Lake Taylorshire,clothing,,469.4,,2025-09-12,Credit Card,Completed
T110279,C04519,Paige West DDS,charles97@example.com,18.0,Female,Brazil,South,Port Brooke,grocery,,113.87,,2025-11-02,UPI,Completed
T124202,C04993,Kimberly Dillon,sara30@example.net,63.0,Male,Japan,East,Andersonhaven,grocery,9.0,221.51,1935.54,2025-10-29,Cash,Completed
